Colony,ROI,x,y,event,behaviour_type,time_in_video,cut_video_start,time,time_s,cut_video_start_s,time_from_video_start,n_stones,pixel/mm,radius_mm,stone_density,stone_size,notes
R29,1,1281,903,deposition,deposition,00:30:42,01:54:30,02:25:12,8712,6870,1842,0,11.8,6.355932203,0,,
R29,1,1281,903,deposition,deposition,00:37:43,01:54:30,02:32:13,9133,6870,2263,1,11.8,6.355932203,0.007879372,,
R29,1,1281,903,re-arrangement,,00:58:04,01:54:30,02:52:34,10354,6870,3484,2,11.8,6.355932203,0.015758744,,
R29,3,999,729,re-arrangement,,00:03:21,01:54:30,01:57:51,7071,6870,201,2,11.8,6.355932203,0.015758744,initial density,
R29,3,999,729,pick-up,pick-up,00:05:27,01:54:30,01:59:57,7197,6870,327,2,11.8,6.355932203,0.015758744,,
R29,3,999,729,deposition,with_arrangement,00:19:00,01:54:30,02:13:30,8010,6870,1140,1,11.8,6.355932203,0.007879372,,
R29,2,750,1296,deposition,deposition,00:00:45,01:54:30,01:55:15,6915,6870,45,0,11.8,6.355932203,0,,
R29,2,750,1296,deposition,deposition,00:07:09,01:54:30,02:01:39,7299,6870,429,1,11.8,6.355932203,0.007879372,,
R29,2,750,1296,deposition,deposition,00:20:21,01:54:30,02:14:51,8091,6870,1221,2,11.8,6.355932203,0.015758744,,
R29,2,750,1296,deposition,with_arrangement,00:22:02,01:54:30,02:16:32,8192,6870,1322,3,11.8,6.355932203,0.023638117,,
R29,2,750,1296,deposition,with_arrangement,00:31:03,01:54:30,02:25:33,8733,6870,1863,4,11.8,6.355932203,0.031517489,,
R29,2,750,1296,pick-up,pick-up,00:36:07,01:54:30,02:30:37,9037,6870,2167,5,11.8,6.355932203,0.039396861,,
R29,2,750,1296,deposition,deposition,00:55:30,01:54:30,02:50:00,10200,6870,3330,4,11.8,6.355932203,0.031517489,,
R29,2,750,1296,deposition,deposition,01:07:30,01:54:30,03:02:00,10920,6870,4050,5,11.8,6.355932203,0.039396861,,
R29,2,750,1296,deposition,with_arrangement,01:07:28,01:54:30,03:01:58,10918,6870,4048,6,11.8,6.355932203,0.047276233,,
R29,2,750,1296,re-arrangement,,01:08:05,01:54:30,03:02:35,10955,6870,4085,7,11.8,6.355932203,0.055155605,,
R29,2,750,1296,deposition,with_arrangement,01:09:32,01:54:30,03:04:02,11042,6870,4172,7,11.8,6.355932203,0.055155605,,
R29,2,750,1296,deposition,deposition,01:10:24,01:54:30,03:04:54,11094,6870,4224,8,11.8,6.355932203,0.063034977,,
R29,2,750,1296,deposition,deposition,01:17:05,01:54:30,03:11:35,11495,6870,4625,9,11.8,6.355932203,0.07091435,,
R29,2,750,1296,re-arrangement,,01:23:22,01:54:30,03:17:52,11872,6870,5002,10,11.8,6.355932203,0.078793722,,
R29,2,750,1296,re-arrangement,,01:24:50,01:54:30,03:19:20,11960,6870,5090,10,11.8,6.355932203,0.078793722,,
R29,1,1281,903,deposition,dragging,00:16:00,03:33:02,03:49:02,13742,12782,960,2,11.8,6.355932203,0.015758744,L,
R29,1,1281,903,deposition,deposition,00:17:00,03:33:02,03:50:02,13802,12782,1020,3,11.8,6.355932203,0.023638117,,
R29,1,1281,903,deposition,deposition,00:29:11,03:33:02,04:02:13,14533,12782,1751,4,11.8,6.355932203,0.031517489,,
R29,1,1281,903,deposition,unknown-edge,00:36:52,03:33:02,04:09:54,14994,12782,2212,5,11.8,6.355932203,0.039396861,,
R29,1,1281,903,re-arrangement,,00:37:14,03:33:02,04:10:16,15016,12782,2234,6,11.8,6.355932203,0.047276233,,
R29,1,1281,903,pick-up,within_ROI,00:37:30,03:33:02,04:10:32,15032,12782,2250,6,11.8,6.355932203,0.047276233,,
R29,1,1281,903,deposition,deposition,00:51:25,03:33:02,04:24:27,15867,12782,3085,6,11.8,6.355932203,0.047276233,,
R29,1,1281,903,deposition,deposition,00:57:32,03:33:02,04:30:34,16234,12782,3452,7,11.8,6.355932203,0.055155605,,
R29,1,1281,903,deposition,dragging,00:59:51,03:33:02,04:32:53,16373,12782,3591,9,11.8,6.355932203,0.07091435,,
R29,1,1281,903,stone_pushed_into_frame,,00:59:50,03:33:02,04:32:52,16372,12782,3590,8,11.8,6.355932203,0.063034977,,
R29,1,1281,903,deposition,deposition,01:02:24,03:33:02,04:35:26,16526,12782,3744,10,11.8,6.355932203,0.078793722,,
R29,1,1281,903,deposition,deposition,01:02:44,03:33:02,04:35:46,16546,12782,3764,11,11.8,6.355932203,0.086673094,,
R29,1,1281,903,deposition,deposition,01:04:05,03:33:02,04:37:07,16627,12782,3845,12,11.8,6.355932203,0.094552466,,
R29,1,1281,903,deposition,deposition,01:05:29,03:33:02,04:38:31,16711,12782,3929,13,11.8,6.355932203,0.102431838,,
R29,1,1281,903,deposition,deposition,01:08:24,03:33:02,04:41:26,16886,12782,4104,14,11.8,6.355932203,0.110311211,,
R29,1,1281,903,deposition,deposition,01:22:34,03:33:02,04:55:36,17736,12782,4954,15,11.8,6.355932203,0.118190583,,
R29,1,1281,903,deposition,with_arrangement,01:23:41,03:33:02,04:56:43,17803,12782,5021,16,11.8,6.355932203,0.126069955,,
R29,1,1281,903,deposition,with_arrangement,01:23:43,03:33:02,04:56:45,17805,12782,5023,17,11.8,6.355932203,0.133949327,,
R29,1,1281,903,deposition,deposition,01:24:41,03:33:02,04:57:43,17863,12782,5081,18,11.8,6.355932203,0.141828699,,
R29,1,1281,903,deposition,deposition,01:25:46,03:33:02,04:58:48,17928,12782,5146,19,11.8,6.355932203,0.149708072,,
R29,1,1281,903,deposition,deposition,01:26:17,03:33:02,04:59:19,17959,12782,5177,20,11.8,6.355932203,0.157587444,,
R29,1,1281,903,deposition,deposition,01:26:36,03:33:02,04:59:38,17978,12782,5196,21,11.8,6.355932203,0.165466816,,
R29,1,1281,903,deposition,deposition,01:27:21,03:33:02,05:00:23,18023,12782,5241,22,11.8,6.355932203,0.173346188,,
R29,1,1281,903,deposition,deposition,01:27:26,03:33:02,05:00:28,18028,12782,5246,23,11.8,6.355932203,0.18122556,,
R29,1,1281,903,deposition,deposition,01:27:53,03:33:02,05:00:55,18055,12782,5273,24,11.8,6.355932203,0.189104932,,
R29,1,1281,903,deposition,deposition,01:28:17,03:33:02,05:01:19,18079,12782,5297,25,11.8,6.355932203,0.196984305,,
R29,1,1281,903,deposition,deposition,01:28:42,03:33:02,05:01:44,18104,12782,5322,26,11.8,6.355932203,0.204863677,,
R29,1,1281,903,deposition,deposition,01:29:16,03:33:02,05:02:18,18138,12782,5356,27,11.8,6.355932203,0.212743049,,
R29,1,1281,903,deposition,deposition,01:29:33,03:33:02,05:02:35,18155,12782,5373,28,11.8,6.355932203,0.220622421,,
R29,1,1281,903,deposition,deposition,01:29:52,03:33:02,05:02:54,18174,12782,5392,29,11.8,6.355932203,0.228501793,,
R29,1,1281,903,pick-up,within_ROI,01:31:58,03:33:02,05:05:00,18300,12782,5518,30,11.8,6.355932203,0.236381166,,
R29,1,1281,903,deposition,deposition,01:32:18,03:33:02,05:05:20,18320,12782,5538,30,11.8,6.355932203,0.236381166,,
R29,1,1281,903,re-arrangement,,01:32:42,03:33:02,05:05:44,18344,12782,5562,31,11.8,6.355932203,0.244260538,,
R29,1,1281,903,deposition,deposition,01:32:58,03:33:02,05:06:00,18360,12782,5578,31,11.8,6.355932203,0.244260538,,
R29,1,1281,903,pick-up,within_ROI,01:33:04,03:33:02,05:06:06,18366,12782,5584,32,11.8,6.355932203,0.25213991,,
R29,1,1281,903,pick-up,within_ROI,01:33:21,03:33:02,05:06:23,18383,12782,5601,32,11.8,6.355932203,0.25213991,,
R29,1,1281,903,deposition,deposition,01:33:43,03:33:02,05:06:45,18405,12782,5623,32,11.8,6.355932203,0.25213991,,
R29,1,1281,903,pick-up,pick-up,01:33:46,03:33:02,05:06:48,18408,12782,5626,33,11.8,6.355932203,0.260019282,,
R29,1,1281,903,deposition,deposition,01:34:01,03:33:02,05:07:03,18423,12782,5641,32,11.8,6.355932203,0.25213991,,
R29,1,1281,903,deposition,deposition,01:34:38,03:33:02,05:07:40,18460,12782,5678,33,11.8,6.355932203,0.260019282,,
R29,1,1281,903,deposition,deposition,01:53:46,03:33:02,05:26:48,19608,12782,6826,34,11.8,6.355932203,0.267898654,,
R29,1,1281,903,deposition,deposition,01:54:03,03:33:02,05:27:05,19625,12782,6843,35,11.8,6.355932203,0.275778027,,
R29,1,1281,903,deposition,deposition,01:54:33,03:33:02,05:27:35,19655,12782,6873,36,11.8,6.355932203,0.283657399,,
R29,1,1281,903,deposition,deposition,01:54:59,03:33:02,05:28:01,19681,12782,6899,37,11.8,6.355932203,0.291536771,,
R29,1,1281,903,pick-up,pick-up,01:55:10,03:33:02,05:28:12,19692,12782,6910,38,11.8,6.355932203,0.299416143,,
R29,1,1281,903,deposition,deposition,01:56:11,03:33:02,05:29:13,19753,12782,6971,37,11.8,6.355932203,0.291536771,,
R29,1,1281,903,deposition,deposition,01:57:01,03:33:02,05:30:03,19803,12782,7021,38,11.8,6.355932203,0.299416143,,
R29,1,1281,903,deposition,deposition,02:01:44,03:33:02,05:34:46,20086,12782,7304,39,11.8,6.355932203,0.307295515,,
R29,1,1281,903,deposition,deposition,02:03:40,03:33:02,05:36:42,20202,12782,7420,40,11.8,6.355932203,0.315174887,,
R29,1,1281,903,deposition,deposition,02:05:37,03:33:02,05:38:39,20319,12782,7537,41,11.8,6.355932203,0.32305426,,
R29,1,1281,903,deposition,deposition,02:06:00,03:33:02,05:39:02,20342,12782,7560,42,11.8,6.355932203,0.330933632,,
R29,1,1281,903,deposition,deposition,02:06:19,03:33:02,05:39:21,20361,12782,7579,43,11.8,6.355932203,0.338813004,,
R29,1,1281,903,deposition,deposition,02:06:46,03:33:02,05:39:48,20388,12782,7606,44,11.8,6.355932203,0.346692376,,
R29,1,1281,903,deposition,deposition,02:11:31,03:33:02,05:44:33,20673,12782,7891,45,11.8,6.355932203,0.354571748,,
R29,1,1281,903,deposition,with_arrangement,02:12:51,03:33:02,05:45:53,20753,12782,7971,46,11.8,6.355932203,0.362451121,,
R29,1,1281,903,pick-up,pick-up,02:15:26,03:33:02,05:48:28,20908,12782,8126,47,11.8,6.355932203,0.370330493,,
R29,1,1281,903,pick-up,within_ROI,02:20:11,03:33:02,05:53:13,21193,12782,8411,46,11.8,6.355932203,0.362451121,,
R29,1,1281,903,deposition,deposition,02:22:24,03:33:02,05:55:26,21326,12782,8544,46,11.8,6.355932203,0.362451121,,
R29,1,1281,903,deposition,deposition,02:23:17,03:33:02,05:56:19,21379,12782,8597,47,11.8,6.355932203,0.370330493,,
R29,1,1281,903,deposition,deposition,02:28:39,03:33:02,06:01:41,21701,12782,8919,48,11.8,6.355932203,0.378209865,,
R29,1,1281,903,pick-up,pick-up,02:43:49,03:33:02,06:16:51,22611,12782,9829,49,11.8,6.355932203,0.386089237,,
R29,1,1281,903,deposition,deposition,02:44:45,03:33:02,06:17:47,22667,12782,9885,48,11.8,6.355932203,0.378209865,,
R29,1,1281,903,deposition,deposition,02:46:00,03:33:02,06:19:02,22742,12782,9960,49,11.8,6.355932203,0.386089237,,
R29,3,999,729,pick-up,pick-up,00:16:31,03:33:02,03:49:33,13773,12782,991,2,11.8,6.355932203,0.015758744,,
R29,3,999,729,pick-up,pick-up,01:12:06,03:33:02,04:45:08,17108,12782,4326,1,11.8,6.355932203,0.007879372,,
R29,3,999,729,deposition,deposition,02:02:53,03:33:02,05:35:55,20155,12782,7373,0,11.8,6.355932203,0,,
R29,3,999,729,deposition,deposition,02:03:27,03:33:02,05:36:29,20189,12782,7407,1,11.8,6.355932203,0.007879372,,
R29,3,999,729,deposition,deposition,02:15:26,03:33:02,05:48:28,20908,12782,8126,2,11.8,6.355932203,0.015758744,,
R29,3,999,729,pick-up,unknown-edge,02:58:47,03:33:02,06:31:49,23509,12782,10727,3,11.8,6.355932203,0.023638117,,
R29,3,999,729,deposition,with_arrangement,03:07:03,03:33:02,06:40:05,24005,12782,11223,2,11.8,6.355932203,0.015758744,,
R29,3,999,729,deposition,deposition,03:07:24,03:33:02,06:40:26,24026,12782,11244,3,11.8,6.355932203,0.023638117,,
R29,3,999,729,deposition,deposition,03:08:09,03:33:02,06:41:11,24071,12782,11289,4,11.8,6.355932203,0.031517489,,
R29,3,999,729,deposition,deposition,03:22:02,03:33:02,06:55:04,24904,12782,12122,5,11.8,6.355932203,0.039396861,,
R29,2,750,1296,deposition,deposition,00:05:29,03:33:02,03:38:31,13111,12782,329,10,11.8,6.355932203,0.078793722,,
R29,2,750,1296,pick-up,pick-up,00:37:18,03:33:02,04:10:20,15020,12782,2238,11,11.8,6.355932203,0.086673094,,
R29,2,750,1296,re-arrangement,,00:40:22,03:33:02,04:13:24,15204,12782,2422,10,11.8,6.355932203,0.078793722,,
R29,2,750,1296,re-arrangement,,00:41:25,03:33:02,04:14:27,15267,12782,2485,10,11.8,6.355932203,0.078793722,,
R29,2,750,1296,deposition,deposition,00:41:42,03:33:02,04:14:44,15284,12782,2502,10,11.8,6.355932203,0.078793722,,
R29,2,750,1296,pick-up,within_ROI,00:42:04,03:33:02,04:15:06,15306,12782,2524,11,11.8,6.355932203,0.086673094,,
R29,2,750,1296,re-arrangement,,00:42:02,03:33:02,04:15:04,15304,12782,2522,11,11.8,6.355932203,0.086673094,,
R29,2,750,1296,re-arrangement,,00:42:14,03:33:02,04:15:16,15316,12782,2534,11,11.8,6.355932203,0.086673094,,
R29,2,750,1296,pick-up,within_ROI,00:42:49,03:33:02,04:15:51,15351,12782,2569,11,11.8,6.355932203,0.086673094,,
R29,2,750,1296,pick-up,within_ROI,00:43:08,03:33:02,04:16:10,15370,12782,2588,11,11.8,6.355932203,0.086673094,,
R29,2,750,1296,re-arrangement,,00:43:24,03:33:02,04:16:26,15386,12782,2604,11,11.8,6.355932203,0.086673094,,
R29,2,750,1296,pick-up,within_ROI,00:43:46,03:33:02,04:16:48,15408,12782,2626,11,11.8,6.355932203,0.086673094,,
R29,2,750,1296,deposition,with_arrangement,00:50:33,03:33:02,04:23:35,15815,12782,3033,11,11.8,6.355932203,0.086673094,,
R29,2,750,1296,deposition,deposition,00:52:29,03:33:02,04:25:31,15931,12782,3149,12,11.8,6.355932203,0.094552466,,
R29,2,750,1296,deposition,deposition,00:53:19,03:33:02,04:26:21,15981,12782,3199,13,11.8,6.355932203,0.102431838,,
R29,2,750,1296,deposition,deposition,00:57:37,03:33:02,04:30:39,16239,12782,3457,14,11.8,6.355932203,0.110311211,,
R29,2,750,1296,deposition,with_arrangement,01:07:45,03:33:02,04:40:47,16847,12782,4065,15,11.8,6.355932203,0.118190583,,
R29,2,750,1296,deposition,deposition,01:19:41,03:33:02,04:52:43,17563,12782,4781,16,11.8,6.355932203,0.126069955,,
R29,2,750,1296,deposition,deposition,01:20:43,03:33:02,04:53:45,17625,12782,4843,17,11.8,6.355932203,0.133949327,,
R29,2,750,1296,deposition,deposition,01:21:46,03:33:02,04:54:48,17688,12782,4906,18,11.8,6.355932203,0.141828699,,
R29,2,750,1296,deposition,deposition,01:23:17,03:33:02,04:56:19,17779,12782,4997,19,11.8,6.355932203,0.149708072,,
R29,2,750,1296,deposition,deposition,01:23:21,03:33:02,04:56:23,17783,12782,5001,20,11.8,6.355932203,0.157587444,,
R29,2,750,1296,deposition,deposition,01:24:07,03:33:02,04:57:09,17829,12782,5047,21,11.8,6.355932203,0.165466816,,
R29,2,750,1296,deposition,deposition,01:39:02,03:33:02,05:12:04,18724,12782,5942,22,11.8,6.355932203,0.173346188,,
R29,2,750,1296,pick-up,pick-up,01:39:29,03:33:02,05:12:31,18751,12782,5969,23,11.8,6.355932203,0.18122556,,
R29,2,750,1296,deposition,deposition,02:04:26,03:33:02,05:37:28,20248,12782,7466,22,11.8,6.355932203,0.173346188,,
R29,2,750,1296,deposition,deposition,02:05:47,03:33:02,05:38:49,20329,12782,7547,23,11.8,6.355932203,0.18122556,,
R29,2,750,1296,deposition,deposition,02:06:15,03:33:02,05:39:17,20357,12782,7575,24,11.8,6.355932203,0.189104932,,
R29,2,750,1296,deposition,deposition,02:07:20,03:33:02,05:40:22,20422,12782,7640,25,11.8,6.355932203,0.196984305,,
R29,2,750,1296,deposition,deposition,02:07:58,03:33:02,05:41:00,20460,12782,7678,26,11.8,6.355932203,0.204863677,,
R29,2,750,1296,deposition,deposition,02:08:33,03:33:02,05:41:35,20495,12782,7713,27,11.8,6.355932203,0.212743049,,
R29,2,750,1296,deposition,deposition,02:09:38,03:33:02,05:42:40,20560,12782,7778,28,11.8,6.355932203,0.220622421,,
R29,2,750,1296,pick-up,within_ROI,02:10:26,03:33:02,05:43:28,20608,12782,7826,29,11.8,6.355932203,0.228501793,,
R29,2,750,1296,deposition,deposition,02:13:55,03:33:02,05:46:57,20817,12782,8035,29,11.8,6.355932203,0.228501793,,
R29,2,750,1296,deposition,deposition,02:19:02,03:33:02,05:52:04,21124,12782,8342,30,11.8,6.355932203,0.236381166,,
R29,2,750,1296,deposition,deposition,02:20:35,03:33:02,05:53:37,21217,12782,8435,31,11.8,6.355932203,0.244260538,,
R29,2,750,1296,deposition,deposition,02:23:04,03:33:02,05:56:06,21366,12782,8584,32,11.8,6.355932203,0.25213991,,
R29,2,750,1296,pick-up,within_ROI,02:23:12,03:33:02,05:56:14,21374,12782,8592,33,11.8,6.355932203,0.260019282,,
R29,2,750,1296,pick-up,unknown-edge,02:24:58,03:33:02,05:58:00,21480,12782,8698,33,11.8,6.355932203,0.260019282,,
R29,2,750,1296,pick-up,pick-up,02:25:39,03:33:02,05:58:41,21521,12782,8739,32,11.8,6.355932203,0.25213991,,
R29,2,750,1296,pick-up,within_ROI,02:26:27,03:33:02,05:59:29,21569,12782,8787,31,11.8,6.355932203,0.244260538,,
R29,2,750,1296,deposition,deposition,02:26:08,03:33:02,05:59:10,21550,12782,8768,31,11.8,6.355932203,0.244260538,,
R29,2,750,1296,pick-up,pick-up,02:27:00,03:33:02,06:00:02,21602,12782,8820,32,11.8,6.355932203,0.25213991,,
R29,2,750,1296,deposition,deposition,02:27:57,03:33:02,06:00:59,21659,12782,8877,31,11.8,6.355932203,0.244260538,,
R29,2,750,1296,deposition,deposition,02:28:06,03:33:02,06:01:08,21668,12782,8886,32,11.8,6.355932203,0.25213991,,
R29,2,750,1296,pick-up,within_ROI,02:29:20,03:33:02,06:02:22,21742,12782,8960,33,11.8,6.355932203,0.260019282,,
R29,2,750,1296,deposition,deposition,02:29:21,03:33:02,06:02:23,21743,12782,8961,33,11.8,6.355932203,0.260019282,,
R29,2,750,1296,deposition,deposition,02:31:41,03:33:02,06:04:43,21883,12782,9101,34,11.8,6.355932203,0.267898654,,
R29,2,750,1296,deposition,deposition,02:31:54,03:33:02,06:04:56,21896,12782,9114,35,11.8,6.355932203,0.275778027,,
R29,2,750,1296,pick-up,within_ROI,02:32:08,03:33:02,06:05:10,21910,12782,9128,36,11.8,6.355932203,0.283657399,,
R29,2,750,1296,deposition,deposition,02:31:54,03:33:02,06:04:56,21896,12782,9114,36,11.8,6.355932203,0.283657399,,
R29,2,750,1296,deposition,with_arrangement,02:32:48,03:33:02,06:05:50,21950,12782,9168,37,11.8,6.355932203,0.291536771,,
R29,2,750,1296,re-arrangement,,02:32:55,03:33:02,06:05:57,21957,12782,9175,38,11.8,6.355932203,0.299416143,,
R29,2,750,1296,re-arrangement,,02:33:38,03:33:02,06:06:40,22000,12782,9218,38,11.8,6.355932203,0.299416143,,
R29,2,750,1296,deposition,with_arrangement,02:34:49,03:33:02,06:07:51,22071,12782,9289,38,11.8,6.355932203,0.299416143,,
R29,2,750,1296,pick-up,within_ROI,02:36:53,03:33:02,06:09:55,22195,12782,9413,39,11.8,6.355932203,0.307295515,,
R29,2,750,1296,deposition,deposition,02:45:45,03:33:02,06:18:47,22727,12782,9945,39,11.8,6.355932203,0.307295515,,
R29,2,750,1296,pick-up,pick-up,02:46:20,03:33:02,06:19:22,22762,12782,9980,40,11.8,6.355932203,0.315174887,,
R29,2,750,1296,deposition,deposition,02:51:58,03:33:02,06:25:00,23100,12782,10318,39,11.8,6.355932203,0.307295515,,
R29,2,750,1296,deposition,dragging,02:52:45,03:33:02,06:25:47,23147,12782,10365,40,11.8,6.355932203,0.315174887,,
R29,2,750,1296,pick-up,pick-up,02:53:16,03:33:02,06:26:18,23178,12782,10396,41,11.8,6.355932203,0.32305426,,
R29,2,750,1296,deposition,with_arrangement,02:54:13,03:33:02,06:27:15,23235,12782,10453,39,11.8,6.355932203,0.307295515,,
R29,2,750,1296,deposition,deposition,02:54:39,03:33:02,06:27:41,23261,12782,10479,40,11.8,6.355932203,0.315174887,,
R29,2,750,1296,deposition,deposition,03:19:05,03:33:02,06:52:07,24727,12782,11945,41,11.8,6.355932203,0.32305426,,
R29,2,750,1296,deposition,with_arrangement,03:19:18,03:33:02,06:52:20,24740,12782,11958,42,11.8,6.355932203,0.330933632,,
R29,2,750,1296,deposition,with_arrangement,03:21:33,03:33:02,06:54:35,24875,12782,12093,43,11.8,6.355932203,0.338813004,,
R29,2,750,1296,pick-up,pick-up,03:24:14,03:33:02,06:57:16,25036,12782,12254,44,11.8,6.355932203,0.346692376,,
R29,2,750,1296,pick-up,pick-up,03:28:13,03:33:02,07:01:15,25275,12782,12493,43,11.8,6.355932203,0.338813004,,
R29,2,750,1296,pick-up,within_ROI,03:30:44,03:33:02,07:03:46,25426,12782,12644,42,11.8,6.355932203,0.330933632,,
R29,2,750,1296,pick-up,pick-up,03:31:33,03:33:02,07:04:35,25475,12782,12693,42,11.8,6.355932203,0.330933632,,
R29,2,750,1296,deposition,with_arrangement,00:00:36,07:00:04,07:00:40,25240,25204,36,41,11.8,6.355932203,0.32305426,,
R29,2,750,1296,deposition,deposition,00:08:17,07:00:04,07:08:21,25701,25204,497,42,11.8,6.355932203,0.330933632,,
R29,2,750,1296,deposition,deposition,00:09:09,07:00:04,07:09:13,25753,25204,549,43,11.8,6.355932203,0.338813004,,
R29,2,750,1296,deposition,with_arrangement,00:09:53,07:00:04,07:09:57,25797,25204,593,44,11.8,6.355932203,0.346692376,,
R29,2,750,1296,pick-up,within_ROI,00:10:49,07:00:04,07:10:53,25853,25204,649,45,11.8,6.355932203,0.354571748,,
R29,2,750,1296,deposition,with_arrangement,00:11:13,07:00:04,07:11:17,25877,25204,673,45,11.8,6.355932203,0.354571748,,
R29,2,750,1296,deposition,with_arrangement,00:13:58,07:00:04,07:14:02,26042,25204,838,46,11.8,6.355932203,0.362451121,,
R29,2,750,1296,pick-up,pick-up,00:14:15,07:00:04,07:14:19,26059,25204,855,47,11.8,6.355932203,0.370330493,,
R29,2,750,1296,deposition,deposition,00:16:42,07:00:04,07:16:46,26206,25204,1002,46,11.8,6.355932203,0.362451121,,
R29,2,750,1296,deposition,with_arrangement,00:17:46,07:00:04,07:17:50,26270,25204,1066,47,11.8,6.355932203,0.370330493,,
R29,2,750,1296,deposition,deposition,00:27:18,07:00:04,07:27:22,26842,25204,1638,48,11.8,6.355932203,0.378209865,,
R29,2,750,1296,deposition,deposition,00:27:39,07:00:04,07:27:43,26863,25204,1659,49,11.8,6.355932203,0.386089237,white stone,
R29,3,999,729,deposition,with_arrangement,00:28:11,07:00:04,07:28:15,26895,25204,1691,7,11.8,6.355932203,0.055155605,,
R29,3,999,729,deposition,deposition,00:28:38,07:00:04,07:28:42,26922,25204,1718,8,11.8,6.355932203,0.063034977,,
R29,3,999,729,deposition,deposition,00:30:38,07:00:04,07:30:42,27042,25204,1838,9,11.8,6.355932203,0.07091435,,
R29,3,999,729,pick-up,pick-up,00:34:02,07:00:04,07:34:06,27246,25204,2042,10,11.8,6.355932203,0.078793722,,
R29,3,999,729,deposition,with_arrangement,00:54:24,07:00:04,07:54:28,28468,25204,3264,9,11.8,6.355932203,0.07091435,,
R29,3,999,729,pick-up,pick-up,00:54:48,07:00:04,07:54:52,28492,25204,3288,10,11.8,6.355932203,0.078793722,,
R29,3,999,729,deposition,deposition,00:55:12,07:00:04,07:55:16,28516,25204,3312,9,11.8,6.355932203,0.07091435,,
R29,3,999,729,deposition,deposition,01:28:31,07:00:04,08:28:35,30515,25204,5311,10,11.8,6.355932203,0.078793722,,
R29,3,999,729,deposition,deposition,01:59:08,07:00:04,08:59:12,32352,25204,7148,11,11.8,6.355932203,0.086673094,,
R29,3,999,729,pick-up,pick-up,02:08:34,07:00:04,09:08:38,32918,25204,7714,12,11.8,6.355932203,0.094552466,,
R29,3,999,729,deposition,deposition,02:14:31,07:00:04,09:14:35,33275,25204,8071,11,11.8,6.355932203,0.086673094,,
R29,3,999,729,deposition,deposition,02:15:25,07:00:04,09:15:29,33329,25204,8125,12,11.8,6.355932203,0.094552466,,
R29,3,999,729,pick-up,within_ROI,02:15:52,07:00:04,09:15:56,33356,25204,8152,13,11.8,6.355932203,0.102431838,,
R29,3,999,729,deposition,deposition,02:31:07,07:00:04,09:31:11,34271,25204,9067,13,11.8,6.355932203,0.102431838,,
R29,3,999,729,pick-up,within_ROI,02:31:42,07:00:04,09:31:46,34306,25204,9102,14,11.8,6.355932203,0.110311211,,
R29,3,999,729,pick-up,pick-up,02:44:47,07:00:04,09:44:51,35091,25204,9887,14,11.8,6.355932203,0.110311211,,
R29,3,999,729,deposition,deposition,02:57:28,07:00:04,09:57:32,35852,25204,10648,13,11.8,6.355932203,0.102431838,,
R29,3,999,729,deposition,deposition,02:58:03,07:00:04,09:58:07,35887,25204,10683,14,11.8,6.355932203,0.110311211,,
R29,3,999,729,deposition,deposition,02:59:21,07:00:04,09:59:25,35965,25204,10761,15,11.8,6.355932203,0.118190583,,
R29,3,999,729,deposition,unknown-edge,02:59:53,07:00:04,09:59:57,35997,25204,10793,16,11.8,6.355932203,0.126069955,,
R29,3,999,729,pick-up,within_ROI,00:11:25,10:20:32,10:31:57,37917,37232,685,17,11.8,6.355932203,0.133949327,,
R29,3,999,729,deposition,deposition,00:12:02,10:20:32,10:32:34,37954,37232,722,17,11.8,6.355932203,0.133949327,,
R29,3,999,729,deposition,deposition,00:28:15,10:20:32,10:48:47,38927,37232,1695,18,11.8,6.355932203,0.141828699,,
R29,3,999,729,deposition,deposition,00:29:02,10:20:32,10:49:34,38974,37232,1742,19,11.8,6.355932203,0.149708072,,
R29,3,999,729,pick-up,pick-up,00:29:26,10:20:32,10:49:58,38998,37232,1766,20,11.8,6.355932203,0.157587444,,
R29,3,999,729,pick-up,within_ROI,00:29:33,10:20:32,10:50:05,39005,37232,1773,19,11.8,6.355932203,0.149708072,,
R29,3,999,729,deposition,deposition,00:29:51,10:20:32,10:50:23,39023,37232,1791,19,11.8,6.355932203,0.149708072,,
R29,3,999,729,deposition,unknown-edge,00:30:05,10:20:32,10:50:37,39037,37232,1805,20,11.8,6.355932203,0.157587444,,
R29,3,999,729,deposition,unknown-edge,00:30:26,10:20:32,10:50:58,39058,37232,1826,21,11.8,6.355932203,0.165466816,,
R29,3,999,729,deposition,with_arrangement,00:30:50,10:20:32,10:51:22,39082,37232,1850,22,11.8,6.355932203,0.173346188,,
R29,3,999,729,deposition,with_arrangement,00:30:57,10:20:32,10:51:29,39089,37232,1857,23,11.8,6.355932203,0.18122556,,
R29,3,999,729,deposition,deposition,00:33:45,10:20:32,10:54:17,39257,37232,2025,24,11.8,6.355932203,0.189104932,,
R29,3,999,729,deposition,deposition,00:34:23,10:20:32,10:54:55,39295,37232,2063,25,11.8,6.355932203,0.196984305,,
R29,3,999,729,deposition,deposition,00:35:05,10:20:32,10:55:37,39337,37232,2105,26,11.8,6.355932203,0.204863677,,
R29,3,999,729,deposition,deposition,00:35:53,10:20:32,10:56:25,39385,37232,2153,27,11.8,6.355932203,0.212743049,,
