Colony,ROI,x,y,event,behaviour_type,time_in_video,cut_video_start,time,time_s,cut_video_start_s,time_from_video_start,n_stones,pixel/mm,radius_mm,stone_density,stone_size,notes
R34,1,1122,702,pick-up,pick-up,02:24:24,01:03:55,03:28:19,12499,3835,8664,6,11.60445,6.463037886,0.04572229,,
R34,3,1066,1425,pick-up,within_ROI,00:04:23,03:33:02,03:37:25,13045,12782,263,16,11.60445,6.463037886,0.121926107,,
R34,3,1066,1425,pick-up,pick-up,00:05:17,03:33:02,03:38:19,13099,12782,317,16,11.60445,6.463037886,0.121926107,,
R34,3,1066,1425,deposition,deposition,00:05:35,03:33:02,03:38:37,13117,12782,335,15,11.60445,6.463037886,0.114305725,white stone,
R34,3,1066,1425,deposition,deposition,00:05:51,03:33:02,03:38:53,13133,12782,351,16,11.60445,6.463037886,0.121926107,,
R34,3,1066,1425,pick-up,pick-up,00:05:55,03:33:02,03:38:57,13137,12782,355,17,11.60445,6.463037886,0.129546488,,
R34,3,1066,1425,pick-up,pick-up,00:06:43,03:33:02,03:39:45,13185,12782,403,16,11.60445,6.463037886,0.121926107,,
R34,3,1066,1425,deposition,deposition,00:07:20,03:33:02,03:40:22,13222,12782,440,15,11.60445,6.463037886,0.114305725,,
R34,3,1066,1425,deposition,deposition,00:10:04,03:33:02,03:43:06,13386,12782,604,16,11.60445,6.463037886,0.121926107,,
R34,3,1066,1425,pick-up,within_ROI,00:10:16,03:33:02,03:43:18,13398,12782,616,17,11.60445,6.463037886,0.129546488,,
R34,3,1066,1425,pick-up,pick-up,00:10:36,03:33:02,03:43:38,13418,12782,636,17,11.60445,6.463037886,0.129546488,,
R34,3,1066,1425,deposition,deposition,00:13:33,03:33:02,03:46:35,13595,12782,813,16,11.60445,6.463037886,0.121926107,,
R34,3,1066,1425,stone_pushed_into_frame,,00:14:07,03:33:02,03:47:09,13629,12782,847,17,11.60445,6.463037886,0.129546488,,
R34,3,1066,1425,pick-up,within_ROI,00:15:29,03:33:02,03:48:31,13711,12782,929,18,11.60445,6.463037886,0.13716687,,
R34,3,1066,1425,deposition,deposition,00:15:55,03:33:02,03:48:57,13737,12782,955,18,11.60445,6.463037886,0.13716687,,
R34,3,1066,1425,deposition,unknown-edge,00:16:53,03:33:02,03:49:55,13795,12782,1013,19,11.60445,6.463037886,0.144787252,,
R34,3,1066,1425,pick-up,within_ROI,00:17:06,03:33:02,03:50:08,13808,12782,1026,20,11.60445,6.463037886,0.152407633,,
R34,3,1066,1425,deposition,deposition,00:20:48,03:33:02,03:53:50,14030,12782,1248,20,11.60445,6.463037886,0.152407633,,
R34,3,1066,1425,deposition,deposition,00:23:39,03:33:02,03:56:41,14201,12782,1419,21,11.60445,6.463037886,0.160028015,,
R34,3,1066,1425,deposition,deposition,00:25:23,03:33:02,03:58:25,14305,12782,1523,22,11.60445,6.463037886,0.167648397,,
R34,3,1066,1425,pick-up,within_ROI,00:25:47,03:33:02,03:58:49,14329,12782,1547,23,11.60445,6.463037886,0.175268778,,
R34,3,1066,1425,pick-up,pick-up,00:31:16,03:33:02,04:04:18,14658,12782,1876,23,11.60445,6.463037886,0.175268778,,
R34,3,1066,1425,deposition,deposition,00:34:43,03:33:02,04:07:45,14865,12782,2083,22,11.60445,6.463037886,0.167648397,,
R34,3,1066,1425,pick-up,pick-up,00:35:06,03:33:02,04:08:08,14888,12782,2106,23,11.60445,6.463037886,0.175268778,,
R34,3,1066,1425,deposition,deposition,00:42:18,03:33:02,04:15:20,15320,12782,2538,22,11.60445,6.463037886,0.167648397,,
R34,3,1066,1425,pick-up,within_ROI,00:49:40,03:33:02,04:22:42,15762,12782,2980,23,11.60445,6.463037886,0.175268778,,
R34,3,1066,1425,deposition,dragging,00:50:29,03:33:02,04:23:31,15811,12782,3029,23,11.60445,6.463037886,0.175268778,XL,
R34,3,1066,1425,pick-up,within_ROI,00:50:53,03:33:02,04:23:55,15835,12782,3053,24,11.60445,6.463037886,0.18288916,,
R34,3,1066,1425,pick-up,pick-up,00:51:42,03:33:02,04:24:44,15884,12782,3102,24,11.60445,6.463037886,0.18288916,,
R34,3,1066,1425,deposition,deposition,00:58:05,03:33:02,04:31:07,16267,12782,3485,23,11.60445,6.463037886,0.175268778,,
R34,3,1066,1425,deposition,unknown-edge,01:06:52,03:33:02,04:39:54,16794,12782,4012,24,11.60445,6.463037886,0.18288916,,
R34,3,1066,1425,deposition,with_arrangement,01:06:57,03:33:02,04:39:59,16799,12782,4017,25,11.60445,6.463037886,0.190509542,,
R34,3,1066,1425,pick-up,within_ROI,01:17:32,03:33:02,04:50:34,17434,12782,4652,26,11.60445,6.463037886,0.198129923,,
R34,3,1066,1425,deposition,deposition,01:20:17,03:33:02,04:53:19,17599,12782,4817,26,11.60445,6.463037886,0.198129923,,
R34,3,1066,1425,pick-up,pick-up,01:20:50,03:33:02,04:53:52,17632,12782,4850,27,11.60445,6.463037886,0.205750305,,
R34,3,1066,1425,deposition,deposition,01:23:13,03:33:02,04:56:15,17775,12782,4993,26,11.60445,6.463037886,0.198129923,,
R34,3,1066,1425,deposition,bulldozing,01:26:23,03:33:02,04:59:25,17965,12782,5183,27,11.60445,6.463037886,0.205750305,,
R34,3,1066,1425,pick-up,pick-up,01:29:03,03:33:02,05:02:05,18125,12782,5343,28,11.60445,6.463037886,0.213370687,,
R34,3,1066,1425,pick-up,within_ROI,01:33:21,03:33:02,05:06:23,18383,12782,5601,27,11.60445,6.463037886,0.205750305,,
R34,3,1066,1425,deposition,dragging,01:36:20,03:33:02,05:09:22,18562,12782,5780,27,11.60445,6.463037886,0.205750305,M,
R34,3,1066,1425,stone_pushed_out_of_frame,,01:39:40,03:33:02,05:12:42,18762,12782,5980,28,11.60445,6.463037886,0.213370687,,
R34,3,1066,1425,pick-up,pick-up,01:39:50,03:33:02,05:12:52,18772,12782,5990,27,11.60445,6.463037886,0.205750305,,
R34,3,1066,1425,deposition,deposition,01:44:43,03:33:02,05:17:45,19065,12782,6283,26,11.60445,6.463037886,0.198129923,,
R34,3,1066,1425,deposition,deposition,01:45:01,03:33:02,05:18:03,19083,12782,6301,27,11.60445,6.463037886,0.205750305,,
R34,3,1066,1425,deposition,deposition,01:47:29,03:33:02,05:20:31,19231,12782,6449,28,11.60445,6.463037886,0.213370687,,
R34,3,1066,1425,deposition,deposition,01:52:12,03:33:02,05:25:14,19514,12782,6732,29,11.60445,6.463037886,0.220991068,,
R34,3,1066,1425,deposition,deposition,02:00:25,03:33:02,05:25:14,19514,12782,6732,30,11.60445,6.463037886,0.22861145,,
R34,3,1066,1425,deposition,deposition,02:02:51,03:33:02,05:35:53,20153,12782,7371,31,11.60445,6.463037886,0.236231832,,
R34,3,1066,1425,deposition,deposition,02:16:44,03:33:02,05:49:46,20986,12782,8204,32,11.60445,6.463037886,0.243852213,,
R34,3,1066,1425,pick-up,pick-up,02:17:23,03:33:02,05:50:25,21025,12782,8243,33,11.60445,6.463037886,0.251472595,,
R34,3,1066,1425,pick-up,within_ROI,02:22:34,03:33:02,05:55:36,21336,12782,8554,32,11.60445,6.463037886,0.243852213,,
R34,3,1066,1425,deposition,deposition,02:23:37,03:33:02,05:56:39,21399,12782,8617,32,11.60445,6.463037886,0.243852213,,
R34,3,1066,1425,deposition,deposition,02:23:54,03:33:02,05:56:56,21416,12782,8634,33,11.60445,6.463037886,0.251472595,,
R34,3,1066,1425,deposition,deposition,02:25:42,03:33:02,05:58:44,21524,12782,8742,34,11.60445,6.463037886,0.259092977,,
R34,3,1066,1425,pick-up,within_ROI,02:26:08,03:33:02,05:59:10,21550,12782,8768,35,11.60445,6.463037886,0.266713358,,
R34,3,1066,1425,deposition,deposition,02:26:30,03:33:02,05:59:32,21572,12782,8790,35,11.60445,6.463037886,0.266713358,,
R34,3,1066,1425,deposition,deposition,02:29:48,03:33:02,06:02:50,21770,12782,8988,36,11.60445,6.463037886,0.27433374,,
R34,3,1066,1425,pick-up,within_ROI,02:30:26,03:33:02,06:03:28,21808,12782,9026,37,11.60445,6.463037886,0.281954122,,
R34,3,1066,1425,deposition,deposition,02:34:51,03:33:02,06:07:53,22073,12782,9291,37,11.60445,6.463037886,0.281954122,,
R34,3,1066,1425,deposition,deposition,02:41:13,03:33:02,06:14:15,22455,12782,9673,38,11.60445,6.463037886,0.289574504,,
R34,3,1066,1425,deposition,deposition,03:04:14,03:33:02,06:37:16,23836,12782,11054,39,11.60445,6.463037886,0.297194885,,
R34,3,1066,1425,deposition,deposition,03:21:14,03:33:02,06:54:16,24856,12782,12074,40,11.60445,6.463037886,0.304815267,,
R34,3,1066,1425,deposition,dragging,03:25:21,03:33:02,06:58:23,25103,12782,12321,41,11.60445,6.463037886,0.312435649,,
R34,3,1066,1425,re-arrangement,,03:25:47,03:33:02,06:58:49,25129,12782,12347,42,11.60445,6.463037886,0.32005603,,
R34,3,1066,1425,re-arrangement,,03:28:51,03:33:02,07:01:53,25313,12782,12531,42,11.60445,6.463037886,0.32005603,,
R34,1,1122,702,pick-up,pick-up,00:01:43,03:33:02,03:34:45,12885,12782,103,5,11.60445,6.463037886,0.038101908,,
R34,1,1122,702,pick-up,pick-up,00:04:22,03:33:02,03:37:24,13044,12782,262,4,11.60445,6.463037886,0.030481527,,
R34,1,1122,702,deposition,deposition,00:04:42,03:33:02,03:37:44,13064,12782,282,3,11.60445,6.463037886,0.022861145,,
R34,1,1122,702,deposition,deposition,00:05:00,03:33:02,03:38:02,13082,12782,300,4,11.60445,6.463037886,0.030481527,,
R34,1,1122,702,deposition,deposition,00:13:47,03:33:02,03:46:49,13609,12782,827,5,11.60445,6.463037886,0.038101908,,
R34,1,1122,702,deposition,deposition,00:14:34,03:33:02,03:47:36,13656,12782,874,6,11.60445,6.463037886,0.04572229,,
R34,1,1122,702,deposition,deposition,00:22:34,03:33:02,03:55:36,14136,12782,1354,7,11.60445,6.463037886,0.053342672,,
R34,1,1122,702,re-arrangement,,00:24:46,03:33:02,03:57:48,14268,12782,1486,8,11.60445,6.463037886,0.060963053,,
R34,1,1122,702,deposition,deposition,00:25:50,03:33:02,03:58:52,14332,12782,1550,8,11.60445,6.463037886,0.060963053,,
R34,1,1122,702,deposition,deposition,00:29:37,03:33:02,04:02:39,14559,12782,1777,9,11.60445,6.463037886,0.068583435,,
R34,1,1122,702,pick-up,pick-up,00:30:25,03:33:02,04:03:27,14607,12782,1825,10,11.60445,6.463037886,0.076203817,,
R34,1,1122,702,deposition,deposition,00:39:58,03:33:02,04:13:00,15180,12782,2398,9,11.60445,6.463037886,0.068583435,,
R34,1,1122,702,pick-up,pick-up,00:41:35,03:33:02,04:14:37,15277,12782,2495,10,11.60445,6.463037886,0.076203817,,
R34,1,1122,702,deposition,deposition,00:44:48,03:33:02,04:17:50,15470,12782,2688,9,11.60445,6.463037886,0.068583435,,
R34,1,1122,702,deposition,deposition,00:45:51,03:33:02,04:18:53,15533,12782,2751,10,11.60445,6.463037886,0.076203817,,
R34,1,1122,702,deposition,deposition,00:49:58,03:33:02,04:23:00,15780,12782,2998,11,11.60445,6.463037886,0.083824198,,
R34,1,1122,702,deposition,deposition,00:51:12,03:33:02,04:24:14,15854,12782,3072,12,11.60445,6.463037886,0.09144458,,
R34,1,1122,702,deposition,deposition,00:53:19,03:33:02,04:26:21,15981,12782,3199,13,11.60445,6.463037886,0.099064962,,
R34,1,1122,702,deposition,deposition,00:54:00,03:33:02,04:27:02,16022,12782,3240,14,11.60445,6.463037886,0.106685343,,
R34,1,1122,702,deposition,deposition,00:55:01,03:33:02,04:28:03,16083,12782,3301,15,11.60445,6.463037886,0.114305725,,
R34,1,1122,702,deposition,deposition,00:55:06,03:33:02,04:28:08,16088,12782,3306,16,11.60445,6.463037886,0.121926107,,
R34,1,1122,702,pick-up,pick-up,00:55:42,03:33:02,04:28:44,16124,12782,3342,17,11.60445,6.463037886,0.129546488,,
R34,1,1122,702,deposition,deposition,00:57:53,03:33:02,04:30:55,16255,12782,3473,16,11.60445,6.463037886,0.121926107,,
R34,1,1122,702,deposition,deposition,00:58:33,03:33:02,04:31:35,16295,12782,3513,17,11.60445,6.463037886,0.129546488,,
R34,1,1122,702,deposition,with_arrangement,00:59:07,03:33:02,04:32:09,16329,12782,3547,18,11.60445,6.463037886,0.13716687,,
R34,1,1122,702,deposition,deposition,00:59:41,03:33:02,04:32:43,16363,12782,3581,19,11.60445,6.463037886,0.144787252,,
R34,1,1122,702,deposition,deposition,01:00:26,03:33:02,04:33:28,16408,12782,3626,20,11.60445,6.463037886,0.152407633,,
R34,1,1122,702,deposition,deposition,01:01:14,03:33:02,04:34:16,16456,12782,3674,21,11.60445,6.463037886,0.160028015,,
R34,1,1122,702,pick-up,pick-up,01:01:23,03:33:02,04:34:25,16465,12782,3683,22,11.60445,6.463037886,0.167648397,,
R34,1,1122,702,deposition,deposition,01:02:34,03:33:02,04:35:36,16536,12782,3754,21,11.60445,6.463037886,0.160028015,,
R34,1,1122,702,deposition,with_arrangement,01:03:06,03:33:02,04:36:08,16568,12782,3786,22,11.60445,6.463037886,0.167648397,,
R34,1,1122,702,stone_pushed_out_of_frame,,01:03:10,03:33:02,04:36:12,16572,12782,3790,23,11.60445,6.463037886,0.175268778,,
R34,1,1122,702,pick-up,within_ROI,01:03:23,03:33:02,04:36:25,16585,12782,3803,22,11.60445,6.463037886,0.167648397,,
R34,1,1122,702,deposition,with_arrangement,01:03:33,03:33:02,04:36:35,16595,12782,3813,22,11.60445,6.463037886,0.167648397,,
R34,1,1122,702,pick-up,pick-up,01:03:57,03:33:02,04:36:59,16619,12782,3837,23,11.60445,6.463037886,0.175268778,,
R34,1,1122,702,pick-up,within_ROI,01:03:58,03:33:02,04:37:00,16620,12782,3838,22,11.60445,6.463037886,0.167648397,,
R34,1,1122,702,deposition,deposition,01:04:17,03:33:02,04:37:19,16639,12782,3857,22,11.60445,6.463037886,0.167648397,,
R34,1,1122,702,pick-up,within_ROI,01:04:20,03:33:02,04:37:22,16642,12782,3860,23,11.60445,6.463037886,0.175268778,,
R34,1,1122,702,deposition,deposition,01:05:17,03:33:02,04:38:19,16699,12782,3917,23,11.60445,6.463037886,0.175268778,,
R34,1,1122,702,pick-up,within_ROI,01:07:12,03:33:02,04:40:14,16814,12782,4032,24,11.60445,6.463037886,0.18288916,,
R34,1,1122,702,deposition,deposition,01:08:17,03:33:02,04:41:19,16879,12782,4097,24,11.60445,6.463037886,0.18288916,,
R34,1,1122,702,pick-up,within_ROI,01:09:22,03:33:02,04:42:24,16944,12782,4162,25,11.60445,6.463037886,0.190509542,,
R34,1,1122,702,pick-up,pick-up,01:09:28,03:33:02,04:42:30,16950,12782,4168,25,11.60445,6.463037886,0.190509542,,
R34,1,1122,702,pick-up,pick-up,01:09:45,03:33:02,04:42:47,16967,12782,4185,24,11.60445,6.463037886,0.18288916,,
R34,1,1122,702,deposition,deposition,01:12:19,03:33:02,04:45:21,17121,12782,4339,23,11.60445,6.463037886,0.175268778,,
R34,1,1122,702,deposition,deposition,01:12:57,03:33:02,04:45:59,17159,12782,4377,24,11.60445,6.463037886,0.18288916,,
R34,1,1122,702,deposition,deposition,01:13:13,03:33:02,04:46:15,17175,12782,4393,25,11.60445,6.463037886,0.190509542,,
R34,1,1122,702,deposition,deposition,01:14:23,03:33:02,04:47:25,17245,12782,4463,26,11.60445,6.463037886,0.198129923,,
R34,1,1122,702,deposition,deposition,01:14:56,03:33:02,04:47:58,17278,12782,4496,27,11.60445,6.463037886,0.205750305,,
R34,1,1122,702,pick-up,pick-up,01:19:35,03:33:02,04:52:37,17557,12782,4775,28,11.60445,6.463037886,0.213370687,,
R34,1,1122,702,deposition,deposition,01:19:59,03:33:02,04:53:01,17581,12782,4799,28,11.60445,6.463037886,0.213370687,,
R34,1,1122,702,deposition,deposition,01:20:26,03:33:02,04:53:28,17608,12782,4826,29,11.60445,6.463037886,0.220991068,,
R34,1,1122,702,pick-up,pick-up,01:21:22,03:33:02,04:54:24,17664,12782,4882,30,11.60445,6.463037886,0.22861145,,
R34,1,1122,702,deposition,deposition,01:24:35,03:33:02,04:57:37,17857,12782,5075,29,11.60445,6.463037886,0.220991068,stacked onto another stone,
R34,1,1122,702,deposition,deposition,01:26:20,03:33:02,04:59:22,17962,12782,5180,30,11.60445,6.463037886,0.22861145,,
R34,1,1122,702,deposition,deposition,01:31:05,03:33:02,05:04:07,18247,12782,5465,31,11.60445,6.463037886,0.236231832,,
R34,1,1122,702,deposition,deposition,01:31:27,03:33:02,05:04:29,18269,12782,5487,32,11.60445,6.463037886,0.243852213,white stone,
R34,1,1122,702,deposition,deposition,01:35:18,03:33:02,05:08:20,18500,12782,5718,33,11.60445,6.463037886,0.251472595,,
R34,1,1122,702,deposition,bulldozing,01:40:45,03:33:02,05:13:47,18827,12782,6045,34,11.60445,6.463037886,0.259092977,,
R34,1,1122,702,deposition,deposition,01:41:45,03:33:02,05:14:47,18887,12782,6105,35,11.60445,6.463037886,0.266713358,,
R34,1,1122,702,deposition,with_arrangement,01:48:35,03:33:02,05:21:37,19297,12782,6515,36,11.60445,6.463037886,0.27433374,,
R34,1,1122,702,pick-up,pick-up,01:57:21,03:33:02,05:30:23,19823,12782,7041,37,11.60445,6.463037886,0.281954122,,
R34,1,1122,702,re-arrangement,,01:58:01,03:33:02,05:31:03,19863,12782,7081,36,11.60445,6.463037886,0.27433374,,
R34,1,1122,702,deposition,with_arrangement,01:59:42,03:33:02,05:32:44,19964,12782,7182,37,11.60445,6.463037886,0.281954122,,
R34,1,1122,702,pick-up,pick-up,02:02:49,03:33:02,05:35:51,20151,12782,7369,37,11.60445,6.463037886,0.281954122,,
R34,1,1122,702,re-arrangement,,02:03:47,03:33:02,05:36:49,20209,12782,7427,36,11.60445,6.463037886,0.27433374,,
R34,1,1122,702,pick-up,pick-up,02:05:07,03:33:02,05:38:09,20289,12782,7507,36,11.60445,6.463037886,0.27433374,,
R34,1,1122,702,deposition,deposition,02:05:50,03:33:02,05:38:52,20332,12782,7550,35,11.60445,6.463037886,0.266713358,,
R34,1,1122,702,deposition,deposition,02:06:19,03:33:02,05:39:21,20361,12782,7579,36,11.60445,6.463037886,0.27433374,,
R34,1,1122,702,pick-up,within_ROI,02:08:43,03:33:02,05:41:45,20505,12782,7723,37,11.60445,6.463037886,0.281954122,,
R34,1,1122,702,pick-up,within_ROI,02:09:04,03:33:02,05:42:06,20526,12782,7744,37,11.60445,6.463037886,0.281954122,,
R34,1,1122,702,deposition,deposition,02:17:31,03:33:02,05:50:33,21033,12782,8251,37,11.60445,6.463037886,0.281954122,,
R34,1,1122,702,pick-up,pick-up,02:19:50,03:33:02,05:52:52,21172,12782,8390,38,11.60445,6.463037886,0.289574504,,
R34,1,1122,702,pick-up,within_ROI,02:20:38,03:33:02,05:53:40,21220,12782,8438,37,11.60445,6.463037886,0.281954122,,
R34,1,1122,702,re-arrangement,,02:20:45,03:33:02,05:53:47,21227,12782,8445,37,11.60445,6.463037886,0.281954122,,
R34,1,1122,702,pick-up,within_ROI,02:21:09,03:33:02,05:54:11,21251,12782,8469,37,11.60445,6.463037886,0.281954122,,
R34,1,1122,702,re-arrangement,,02:21:26,03:33:02,05:54:28,21268,12782,8486,37,11.60445,6.463037886,0.281954122,,
R34,1,1122,702,deposition,deposition,02:24:54,03:33:02,05:57:56,21476,12782,8694,37,11.60445,6.463037886,0.281954122,,
R34,1,1122,702,pick-up,pick-up,02:25:13,03:33:02,05:58:15,21495,12782,8713,38,11.60445,6.463037886,0.289574504,,
R34,1,1122,702,deposition,deposition,02:25:32,03:33:02,05:58:34,21514,12782,8732,37,11.60445,6.463037886,0.281954122,,
R34,1,1122,702,pick-up,pick-up,02:25:45,03:33:02,05:58:47,21527,12782,8745,38,11.60445,6.463037886,0.289574504,white stone,
R34,1,1122,702,deposition,deposition,02:27:13,03:33:02,06:00:15,21615,12782,8833,37,11.60445,6.463037886,0.281954122,,
R34,1,1122,702,deposition,deposition,02:18:17,03:33:02,05:51:19,21079,12782,8297,38,11.60445,6.463037886,0.289574504,,
R34,1,1122,702,deposition,deposition,02:29:07,03:33:02,06:02:09,21729,12782,8947,39,11.60445,6.463037886,0.297194885,white stone,
R34,1,1122,702,pick-up,pick-up,02:29:18,03:33:02,06:02:20,21740,12782,8958,40,11.60445,6.463037886,0.304815267,white stone,
R34,1,1122,702,pick-up,pick-up,02:29:41,03:33:02,06:02:43,21763,12782,8981,39,11.60445,6.463037886,0.297194885,,
R34,1,1122,702,deposition,deposition,02:31:27,03:33:02,06:04:29,21869,12782,9087,38,11.60445,6.463037886,0.289574504,,
R34,1,1122,702,deposition,deposition,02:32:00,03:33:02,06:05:02,21902,12782,9120,39,11.60445,6.463037886,0.297194885,,
R34,1,1122,702,pick-up,within_ROI,02:32:18,03:33:02,06:05:20,21920,12782,9138,40,11.60445,6.463037886,0.304815267,,
R34,1,1122,702,deposition,deposition,02:33:10,03:33:02,06:06:12,21972,12782,9190,40,11.60445,6.463037886,0.304815267,,
R34,1,1122,702,pick-up,pick-up,02:33:17,03:33:02,06:06:19,21979,12782,9197,41,11.60445,6.463037886,0.312435649,,
R34,1,1122,702,deposition,deposition,02:33:53,03:33:02,06:06:55,22015,12782,9233,40,11.60445,6.463037886,0.304815267,,
R34,1,1122,702, deposition,with_arrangement,02:35:10,03:33:02,06:08:12,22092,12782,9310,41,11.60445,6.463037886,0.312435649,,
R34,1,1122,702,deposition,deposition,02:37:26,03:33:02,06:10:28,22228,12782,9446,42,11.60445,6.463037886,0.32005603,,
R34,1,1122,702,deposition,deposition,02:37:30,03:33:02,06:10:32,22232,12782,9450,43,11.60445,6.463037886,0.327676412,,
R34,1,1122,702,pick-up,within_ROI,02:37:57,03:33:02,06:10:59,22259,12782,9477,44,11.60445,6.463037886,0.335296794,,
R34,1,1122,702,deposition,deposition,02:38:02,03:33:02,06:11:04,22264,12782,9482,44,11.60445,6.463037886,0.335296794,,
R34,1,1122,702,pick-up,pick-up,02:39:48,03:33:02,06:12:50,22370,12782,9588,45,11.60445,6.463037886,0.342917175,,
R34,1,1122,702,pick-up,dragging,02:40:11,03:33:02,06:13:13,22393,12782,9611,44,11.60445,6.463037886,0.335296794,,
R34,1,1122,702,pick-up,within_ROI,02:41:06,03:33:02,06:14:08,22448,12782,9666,43,11.60445,6.463037886,0.327676412,,same ant
R34,1,1122,702,pick-up,within_ROI,02:41:49,03:33:02,06:14:51,22491,12782,9709,43,11.60445,6.463037886,0.327676412,,same ant
R34,1,1122,702,pick-up,within_ROI,02:42:09,03:33:02,06:15:11,22511,12782,9729,43,11.60445,6.463037886,0.327676412,,same ant
R34,1,1122,702,pick-up,within_ROI,02:42:22,03:33:02,06:15:24,22524,12782,9742,43,11.60445,6.463037886,0.327676412,,
R34,1,1122,702,pick-up,within_ROI,02:42:55,03:33:02,06:15:57,22557,12782,9775,43,11.60445,6.463037886,0.327676412,,
R34,1,1122,702,deposition,deposition,02:46:19,03:33:02,06:19:21,22761,12782,9979,43,11.60445,6.463037886,0.327676412,,
R34,1,1122,702,pick-up,pick-up,02:46:27,03:33:02,06:19:29,22769,12782,9987,44,11.60445,6.463037886,0.335296794,white stone,
R34,1,1122,702,deposition,deposition,02:48:11,03:33:02,06:21:13,22873,12782,10091,43,11.60445,6.463037886,0.327676412,,
R34,1,1122,702,deposition,deposition,02:49:00,03:33:02,06:22:02,22922,12782,10140,44,11.60445,6.463037886,0.335296794,,
R34,1,1122,702,deposition,deposition,02:50:06,03:33:02,06:23:08,22988,12782,10206,45,11.60445,6.463037886,0.342917175,,
R34,1,1122,702,deposition,deposition,02:51:44,03:33:02,06:24:46,23086,12782,10304,46,11.60445,6.463037886,0.350537557,,
R34,1,1122,702,deposition,deposition,02:52:22,03:33:02,06:25:24,23124,12782,10342,47,11.60445,6.463037886,0.358157939,,
R34,1,1122,702,unknown-edge,,02:52:40,03:33:02,06:25:42,23142,12782,10360,48,11.60445,6.463037886,0.36577832,,
R34,1,1122,702,deposition,deposition,02:54:51,03:33:02,06:27:53,23273,12782,10491,48,11.60445,6.463037886,0.36577832,,
R34,1,1122,702,deposition,deposition,02:57:17,03:33:02,06:30:19,23419,12782,10637,49,11.60445,6.463037886,0.373398702,,
R34,2,843,840,deposition,deposition,00:00:38,03:33:02,03:33:40,12820,12782,38,34,11.60445,6.463037886,0.259092977,,
R34,2,843,840,deposition,deposition,00:02:08,03:33:02,03:35:10,12910,12782,128,35,11.60445,6.463037886,0.266713358,,
R34,2,843,840,deposition,deposition,00:03:08,03:33:02,03:36:10,12970,12782,188,36,11.60445,6.463037886,0.27433374,,
R34,2,843,840,deposition,deposition,00:04:05,03:33:02,03:37:07,13027,12782,245,37,11.60445,6.463037886,0.281954122,,
R34,2,843,840,deposition,deposition,00:04:14,03:33:02,03:37:16,13036,12782,254,38,11.60445,6.463037886,0.289574504,,
R34,2,843,840,deposition,deposition,00:06:16,03:33:02,03:39:18,13158,12782,376,39,11.60445,6.463037886,0.297194885,,
R34,2,843,840,deposition,deposition,00:06:22,03:33:02,03:39:24,13164,12782,382,40,11.60445,6.463037886,0.304815267,,
R34,2,843,840,deposition,deposition,00:07:49,03:33:02,03:40:51,13251,12782,469,41,11.60445,6.463037886,0.312435649,,
R34,2,843,840,deposition,deposition,00:08:55,03:33:02,03:41:57,13317,12782,535,42,11.60445,6.463037886,0.32005603,,
R34,2,843,840,deposition,deposition,00:09:17,03:33:02,03:42:19,13339,12782,557,43,11.60445,6.463037886,0.327676412,,
R34,2,843,840,stone_pushed_out_of_frame,,00:10:12,03:33:02,03:43:14,13394,12782,612,44,11.60445,6.463037886,0.335296794,,
R34,2,843,840, deposition,deposition,00:10:23,03:33:02,03:43:25,13405,12782,623,43,11.60445,6.463037886,0.327676412,,
R34,2,843,840,deposition,deposition,00:10:45,03:33:02,03:43:47,13427,12782,645,44,11.60445,6.463037886,0.335296794,,
R34,2,843,840,stone_pushed_into_frame,,00:12:19,03:33:02,03:45:21,13521,12782,739,45,11.60445,6.463037886,0.342917175,,
R34,2,843,840,deposition,deposition,00:21:19,03:33:02,03:54:21,14061,12782,1279,46,11.60445,6.463037886,0.350537557,,
R34,2,843,840,deposition,deposition,00:23:28,03:33:02,03:56:30,14190,12782,1408,47,11.60445,6.463037886,0.358157939,,
R34,2,843,840,pick-up,pick-up,00:24:27,03:33:02,03:57:29,14249,12782,1467,48,11.60445,6.463037886,0.36577832,,
R34,2,843,840,deposition,deposition,00:27:45,03:33:02,04:00:47,14447,12782,1665,47,11.60445,6.463037886,0.358157939,,
R34,2,843,840,pick-up,pick-up,00:32:42,03:33:02,04:05:44,14744,12782,1962,48,11.60445,6.463037886,0.36577832,,
R34,2,843,840,deposition,deposition,00:33:28,03:33:02,04:06:30,14790,12782,2008,47,11.60445,6.463037886,0.358157939,,
R34,2,843,840,pick-up,within_ROI,00:35:25,03:33:02,04:08:27,14907,12782,2125,48,11.60445,6.463037886,0.36577832,,
R34,2,843,840,deposition,deposition,00:35:24,03:33:02,04:08:26,14906,12782,2124,48,11.60445,6.463037886,0.36577832,,
R34,2,843,840,deposition,deposition,00:35:36,03:33:02,04:08:38,14918,12782,2136,49,11.60445,6.463037886,0.373398702,,
R34,2,843,840,pick-up,pick-up,00:37:44,03:33:02,04:10:46,15046,12782,2264,50,11.60445,6.463037886,0.381019084,,
R34,3,1066,1425,deposition,deposition,00:01:42,07:00:04,07:01:46,25306,25204,102,42,11.60445,6.463037886,0.32005603,,
R34,3,1066,1425,deposition,deposition,00:02:20,07:00:04,07:02:24,25344,25204,140,43,11.60445,6.463037886,0.327676412,,
R34,3,1066,1425,deposition,deposition,00:08:01,07:00:04,07:08:05,25685,25204,481,44,11.60445,6.463037886,0.335296794,,
