"Colony","ROI","x","y","event","behaviour_type","time_in_video","cut_video_start","time","time_s","cut_video_start_s","time_from_video_start","n_stones","pixel/mm","radius_mm","stone_density","stone_size","notes","cluster_area_1.5-ant","standardised_cluster_area_1.5-ant","n_ants_in_cluster_1.5-ant","standardised_n_ants_in_cluster_1.5-ant","X_centroid_1.5-ant","Y_centroid_1.5-ant","cluster_density_1.5-ant","measurer","normalised time"
"R29","1",1281,903,"deposition","deposition",00:30:42,01:54:30,02:25:12,8712,6870,1842,0,11.8,6.355932203,0,NA,NA,3249.58802927386,1.96246056810257,73,-0.072358638848857,968.422,1253.729,0.0224643860521336,"2",1797
"R29","1",1281,903,"deposition","deposition",00:37:43,01:54:30,02:32:13,9133,6870,2263,1,11.8,6.355932203,0.007879372,NA,NA,3249.58802927386,1.96246056810257,73,-0.072358638848857,968.422,1253.729,0.0224643860521336,"2",2218
"R29","1",1281,903,"re-arrangement",NA,00:58:04,01:54:30,02:52:34,10354,6870,3484,2,11.8,6.355932203,0.015758744,NA,NA,2923.75808164766,-0.545480663139855,69,-0.962926501604013,1014.997,1236.153,0.0235997637537493,"2",3439
"R29","3",999,729,"re-arrangement",NA,00:03:21,01:54:30,01:57:51,7071,6870,201,2,11.8,6.355932203,0.015758744,"initial density",NA,3106.15808998834,0.858467945111888,67,-1.40821043298159,992.126,1240.583,0.0215700547296521,"2",156
"R29","3",999,729,"pick-up","pick-up",00:05:27,01:54:30,01:59:57,7197,6870,327,2,11.8,6.355932203,0.015758744,NA,NA,3106.15808998834,0.858467945111888,67,-1.40821043298159,992.126,1240.583,0.0215700547296521,"2",282
"R29","3",999,729,"deposition","with_arrangement",00:19:00,01:54:30,02:13:30,8010,6870,1140,1,11.8,6.355932203,0.007879372,NA,NA,3244.12024438059,1.9203745558213,72,-0.295000604537646,1005.835,1219.335,0.022193998550059,"2",1095
"R29","2",750,1296,"deposition","deposition",00:00:45,01:54:30,01:55:15,6915,6870,45,0,11.8,6.355932203,0,NA,NA,3106.15808998834,0.858467945111888,67,-1.40821043298159,992.126,1240.583,0.0215700547296521,"2",0
"R29","2",750,1296,"deposition","deposition",00:07:09,01:54:30,02:01:39,7299,6870,429,1,11.8,6.355932203,0.007879372,NA,NA,3106.15808998834,0.858467945111888,67,-1.40821043298159,992.126,1240.583,0.0215700547296521,"2",384
"R29","2",750,1296,"deposition","deposition",00:20:21,01:54:30,02:14:51,8091,6870,1221,2,11.8,6.355932203,0.015758744,NA,NA,3244.12024438059,1.9203745558213,72,-0.295000604537646,1005.835,1219.335,0.022193998550059,"2",1176
"R29","2",750,1296,"deposition","with_arrangement",00:22:02,01:54:30,02:16:32,8192,6870,1322,3,11.8,6.355932203,0.023638117,NA,NA,3244.12024438059,1.9203745558213,72,-0.295000604537646,1005.835,1219.335,0.022193998550059,"2",1277
"R29","2",750,1296,"deposition","with_arrangement",00:31:03,01:54:30,02:25:33,8733,6870,1863,4,11.8,6.355932203,0.031517489,NA,NA,3249.58802927386,1.96246056810257,73,-0.072358638848857,968.422,1253.729,0.0224643860521336,"2",1818
"R29","2",750,1296,"pick-up","pick-up",00:36:07,01:54:30,02:30:37,9037,6870,2167,5,11.8,6.355932203,0.039396861,NA,NA,3249.58802927386,1.96246056810257,73,-0.072358638848857,968.422,1253.729,0.0224643860521336,"2",2122
"R29","2",750,1296,"deposition","deposition",00:55:30,01:54:30,02:50:00,10200,6870,3330,4,11.8,6.355932203,0.031517489,NA,NA,2923.75808164766,-0.545480663139855,69,-0.962926501604013,1014.997,1236.153,0.0235997637537493,"2",3285
"R29","2",750,1296,"deposition","deposition",01:07:30,01:54:30,03:02:00,10920,6870,4050,5,11.8,6.355932203,0.039396861,NA,NA,2923.75808164766,-0.545480663139855,69,-0.962926501604013,1014.997,1236.153,0.0235997637537493,"2",4005
"R29","2",750,1296,"deposition","with_arrangement",01:07:28,01:54:30,03:01:58,10918,6870,4048,6,11.8,6.355932203,0.047276233,NA,NA,2923.75808164766,-0.545480663139855,69,-0.962926501604013,1014.997,1236.153,0.0235997637537493,"2",4003
"R29","2",750,1296,"re-arrangement",NA,01:08:05,01:54:30,03:02:35,10955,6870,4085,7,11.8,6.355932203,0.055155605,NA,NA,2923.75808164766,-0.545480663139855,69,-0.962926501604013,1014.997,1236.153,0.0235997637537493,"2",4040
"R29","2",750,1296,"deposition","with_arrangement",01:09:32,01:54:30,03:04:02,11042,6870,4172,7,11.8,6.355932203,0.055155605,NA,NA,3048.60484812315,0.415475674705398,71,-0.517642570226435,1012.594,1219.416,0.0232893416946806,"2",4127
"R29","2",750,1296,"deposition","deposition",01:10:24,01:54:30,03:04:54,11094,6870,4224,8,11.8,6.355932203,0.063034977,NA,NA,3048.60484812315,0.415475674705398,71,-0.517642570226435,1012.594,1219.416,0.0232893416946806,"2",4179
"R29","2",750,1296,"deposition","deposition",01:17:05,01:54:30,03:11:35,11495,6870,4625,9,11.8,6.355932203,0.07091435,NA,NA,3048.60484812315,0.415475674705398,71,-0.517642570226435,1012.594,1219.416,0.0232893416946806,"2",4580
"R29","2",750,1296,"re-arrangement",NA,01:23:22,01:54:30,03:17:52,11872,6870,5002,10,11.8,6.355932203,0.078793722,NA,NA,2961.70597460315,-0.253392455548107,75,0.372925292528721,1009.875,1009.875,0.0253232429698054,"2",4957
"R29","2",750,1296,"re-arrangement",NA,01:24:50,01:54:30,03:19:20,11960,6870,5090,10,11.8,6.355932203,0.078793722,NA,NA,2961.70597460315,-0.253392455548107,75,0.372925292528721,1009.875,1009.875,0.0253232429698054,"2",5045
"R29","1",1281,903,"deposition","dragging",00:16:00,03:33:02,03:49:02,13742,12782,960,2,11.8,6.355932203,0.015758744,"L",NA,3326.93042908925,2.55777169537431,74,0.150283326839932,1010.071,1229.878,0.0222427254122827,"2",6827
"R29","1",1281,903,"deposition","deposition",00:17:00,03:33:02,03:50:02,13802,12782,1020,3,11.8,6.355932203,0.023638117,NA,NA,3326.93042908925,2.55777169537431,74,0.150283326839932,1010.071,1229.878,0.0222427254122827,"2",6887
"R29","1",1281,903,"deposition","deposition",00:29:11,03:33:02,04:02:13,14533,12782,1751,4,11.8,6.355932203,0.031517489,NA,NA,3326.93042908925,2.55777169537431,74,0.150283326839932,1010.071,1229.878,0.0222427254122827,"2",7618
"R29","1",1281,903,"deposition","unknown-edge",00:36:52,03:33:02,04:09:54,14994,12782,2212,5,11.8,6.355932203,0.039396861,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8079
"R29","1",1281,903,"re-arrangement",NA,00:37:14,03:33:02,04:10:16,15016,12782,2234,6,11.8,6.355932203,0.047276233,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8101
"R29","1",1281,903,"pick-up","within_ROI",00:37:30,03:33:02,04:10:32,15032,12782,2250,6,11.8,6.355932203,0.047276233,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8117
"R29","1",1281,903,"deposition","deposition",00:51:25,03:33:02,04:24:27,15867,12782,3085,6,11.8,6.355932203,0.047276233,NA,NA,2888.51852685767,-0.816722558098606,72,-0.295000604537646,1014.383,1231.147,0.024926272527089,"1",8952
"R29","1",1281,903,"deposition","deposition",00:57:32,03:33:02,04:30:34,16234,12782,3452,7,11.8,6.355932203,0.055155605,NA,NA,2888.51852685767,-0.816722558098606,72,-0.295000604537646,1014.383,1231.147,0.024926272527089,"1",9319
"R29","1",1281,903,"deposition","dragging",00:59:51,03:33:02,04:32:53,16373,12782,3591,9,11.8,6.355932203,0.07091435,NA,NA,2902.10438819833,-0.712151010681261,67,-1.40821043298159,1006.185,1226.677,0.0230866953898907,"1",9458
"R29","1",1281,903,"stone_pushed_into_frame",NA,00:59:50,03:33:02,04:32:52,16372,12782,3590,8,11.8,6.355932203,0.063034977,NA,NA,2902.10438819833,-0.712151010681261,67,-1.40821043298159,1006.185,1226.677,0.0230866953898907,"1",9457
"R29","1",1281,903,"deposition","deposition",01:02:24,03:33:02,04:35:26,16526,12782,3744,10,11.8,6.355932203,0.078793722,NA,NA,2902.10438819833,-0.712151010681261,67,-1.40821043298159,1006.185,1226.677,0.0230866953898907,"1",9611
"R29","1",1281,903,"deposition","deposition",01:02:44,03:33:02,04:35:46,16546,12782,3764,11,11.8,6.355932203,0.086673094,NA,NA,2902.10438819833,-0.712151010681261,67,-1.40821043298159,1006.185,1226.677,0.0230866953898907,"1",9631
"R29","1",1281,903,"deposition","deposition",01:04:05,03:33:02,04:37:07,16627,12782,3845,12,11.8,6.355932203,0.094552466,NA,NA,2902.10438819833,-0.712151010681261,67,-1.40821043298159,1006.185,1226.677,0.0230866953898907,"1",9712
"R29","1",1281,903,"deposition","deposition",01:05:29,03:33:02,04:38:31,16711,12782,3929,13,11.8,6.355932203,0.102431838,NA,NA,2902.10438819833,-0.712151010681261,67,-1.40821043298159,1006.185,1226.677,0.0230866953898907,"1",9796
"R29","1",1281,903,"deposition","deposition",01:08:24,03:33:02,04:41:26,16886,12782,4104,14,11.8,6.355932203,0.110311211,NA,NA,2902.10438819833,-0.712151010681261,67,-1.40821043298159,1006.185,1226.677,0.0230866953898907,"1",9971
"R29","1",1281,903,"deposition","deposition",01:22:34,03:33:02,04:55:36,17736,12782,4954,15,11.8,6.355932203,0.118190583,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",10821
"R29","1",1281,903,"deposition","with_arrangement",01:23:41,03:33:02,04:56:43,17803,12782,5021,16,11.8,6.355932203,0.126069955,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",10888
"R29","1",1281,903,"deposition","with_arrangement",01:23:43,03:33:02,04:56:45,17805,12782,5023,17,11.8,6.355932203,0.133949327,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",10890
"R29","1",1281,903,"deposition","deposition",01:24:41,03:33:02,04:57:43,17863,12782,5081,18,11.8,6.355932203,0.141828699,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",10948
"R29","1",1281,903,"deposition","deposition",01:25:46,03:33:02,04:58:48,17928,12782,5146,19,11.8,6.355932203,0.149708072,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",11013
"R29","1",1281,903,"deposition","deposition",01:26:17,03:33:02,04:59:19,17959,12782,5177,20,11.8,6.355932203,0.157587444,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",11044
"R29","1",1281,903,"deposition","deposition",01:26:36,03:33:02,04:59:38,17978,12782,5196,21,11.8,6.355932203,0.165466816,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",11063
"R29","1",1281,903,"deposition","deposition",01:27:21,03:33:02,05:00:23,18023,12782,5241,22,11.8,6.355932203,0.173346188,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",11108
"R29","1",1281,903,"deposition","deposition",01:27:26,03:33:02,05:00:28,18028,12782,5246,23,11.8,6.355932203,0.18122556,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",11113
"R29","1",1281,903,"deposition","deposition",01:27:53,03:33:02,05:00:55,18055,12782,5273,24,11.8,6.355932203,0.189104932,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",11140
"R29","1",1281,903,"deposition","deposition",01:28:17,03:33:02,05:01:19,18079,12782,5297,25,11.8,6.355932203,0.196984305,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",11164
"R29","1",1281,903,"deposition","deposition",01:28:42,03:33:02,05:01:44,18104,12782,5322,26,11.8,6.355932203,0.204863677,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",11189
"R29","1",1281,903,"deposition","deposition",01:29:16,03:33:02,05:02:18,18138,12782,5356,27,11.8,6.355932203,0.212743049,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",11223
"R29","1",1281,903,"deposition","deposition",01:29:33,03:33:02,05:02:35,18155,12782,5373,28,11.8,6.355932203,0.220622421,NA,NA,2944.2596149117,-0.387678591994558,72,-0.295000604537646,1009.848,1221.387,0.0244543652452874,"1",11240
"R29","1",1281,903,"deposition","deposition",01:29:52,03:33:02,05:02:54,18174,12782,5392,29,11.8,6.355932203,0.228501793,NA,NA,2986.09952278888,-0.0656332096070874,68,-1.1855684672928,1008.883,1234.22,0.0227721813961817,"1",11259
"R29","1",1281,903,"pick-up","within_ROI",01:31:58,03:33:02,05:05:00,18300,12782,5518,30,11.8,6.355932203,0.236381166,NA,NA,2986.09952278888,-0.0656332096070874,68,-1.1855684672928,1008.883,1234.22,0.0227721813961817,"1",11385
"R29","1",1281,903,"deposition","deposition",01:32:18,03:33:02,05:05:20,18320,12782,5538,30,11.8,6.355932203,0.236381166,NA,NA,2986.09952278888,-0.0656332096070874,68,-1.1855684672928,1008.883,1234.22,0.0227721813961817,"1",11405
"R29","1",1281,903,"re-arrangement",NA,01:32:42,03:33:02,05:05:44,18344,12782,5562,31,11.8,6.355932203,0.244260538,NA,NA,2986.09952278888,-0.0656332096070874,68,-1.1855684672928,1008.883,1234.22,0.0227721813961817,"1",11429
"R29","1",1281,903,"deposition","deposition",01:32:58,03:33:02,05:06:00,18360,12782,5578,31,11.8,6.355932203,0.244260538,NA,NA,2986.09952278888,-0.0656332096070874,68,-1.1855684672928,1008.883,1234.22,0.0227721813961817,"1",11445
"R29","1",1281,903,"pick-up","within_ROI",01:33:04,03:33:02,05:06:06,18366,12782,5584,32,11.8,6.355932203,0.25213991,NA,NA,2986.09952278888,-0.0656332096070874,68,-1.1855684672928,1008.883,1234.22,0.0227721813961817,"1",11451
"R29","1",1281,903,"pick-up","within_ROI",01:33:21,03:33:02,05:06:23,18383,12782,5601,32,11.8,6.355932203,0.25213991,NA,NA,2986.09952278888,-0.0656332096070874,68,-1.1855684672928,1008.883,1234.22,0.0227721813961817,"1",11468
"R29","1",1281,903,"deposition","deposition",01:33:43,03:33:02,05:06:45,18405,12782,5623,32,11.8,6.355932203,0.25213991,NA,NA,2986.09952278888,-0.0656332096070874,68,-1.1855684672928,1008.883,1234.22,0.0227721813961817,"1",11490
"R29","1",1281,903,"pick-up","pick-up",01:33:46,03:33:02,05:06:48,18408,12782,5626,33,11.8,6.355932203,0.260019282,NA,NA,2986.09952278888,-0.0656332096070874,68,-1.1855684672928,1008.883,1234.22,0.0227721813961817,"1",11493
"R29","1",1281,903,"deposition","deposition",01:34:01,03:33:02,05:07:03,18423,12782,5641,32,11.8,6.355932203,0.25213991,NA,NA,2986.09952278888,-0.0656332096070874,68,-1.1855684672928,1008.883,1234.22,0.0227721813961817,"1",11508
"R29","1",1281,903,"deposition","deposition",01:34:38,03:33:02,05:07:40,18460,12782,5678,33,11.8,6.355932203,0.260019282,NA,NA,2986.09952278888,-0.0656332096070874,68,-1.1855684672928,1008.883,1234.22,0.0227721813961817,"1",11545
"R29","1",1281,903,"deposition","deposition",01:53:46,03:33:02,05:26:48,19608,12782,6826,34,11.8,6.355932203,0.267898654,NA,NA,2887.53016261302,-0.824330083001363,68,-1.1855684672928,1002.751,1225.194,0.0235495375530431,"1",12693
"R29","1",1281,903,"deposition","deposition",01:54:03,03:33:02,05:27:05,19625,12782,6843,35,11.8,6.355932203,0.275778027,NA,NA,2887.53016261302,-0.824330083001363,68,-1.1855684672928,1002.751,1225.194,0.0235495375530431,"1",12710
"R29","1",1281,903,"deposition","deposition",01:54:33,03:33:02,05:27:35,19655,12782,6873,36,11.8,6.355932203,0.283657399,NA,NA,2887.53016261302,-0.824330083001363,68,-1.1855684672928,1002.751,1225.194,0.0235495375530431,"1",12740
"R29","1",1281,903,"deposition","deposition",01:54:59,03:33:02,05:28:01,19681,12782,6899,37,11.8,6.355932203,0.291536771,NA,NA,2887.53016261302,-0.824330083001363,68,-1.1855684672928,1002.751,1225.194,0.0235495375530431,"1",12766
"R29","1",1281,903,"pick-up","pick-up",01:55:10,03:33:02,05:28:12,19692,12782,6910,38,11.8,6.355932203,0.299416143,NA,NA,2887.53016261302,-0.824330083001363,68,-1.1855684672928,1002.751,1225.194,0.0235495375530431,"1",12777
"R29","1",1281,903,"deposition","deposition",01:56:11,03:33:02,05:29:13,19753,12782,6971,37,11.8,6.355932203,0.291536771,NA,NA,2887.53016261302,-0.824330083001363,68,-1.1855684672928,1002.751,1225.194,0.0235495375530431,"1",12838
"R29","1",1281,903,"deposition","deposition",01:57:01,03:33:02,05:30:03,19803,12782,7021,38,11.8,6.355932203,0.299416143,NA,NA,2887.53016261302,-0.824330083001363,68,-1.1855684672928,1002.751,1225.194,0.0235495375530431,"1",12888
"R29","1",1281,903,"deposition","deposition",02:01:44,03:33:02,05:34:46,20086,12782,7304,39,11.8,6.355932203,0.307295515,NA,NA,3030.99257009977,0.279912450536614,75,0.372925292528721,996.222,1223.824,0.0247443694649279,"5",13171
"R29","1",1281,903,"deposition","deposition",02:03:40,03:33:02,05:36:42,20202,12782,7420,40,11.8,6.355932203,0.315174887,NA,NA,3030.99257009977,0.279912450536614,75,0.372925292528721,996.222,1223.824,0.0247443694649279,"5",13287
"R29","1",1281,903,"deposition","deposition",02:05:37,03:33:02,05:38:39,20319,12782,7537,41,11.8,6.355932203,0.32305426,NA,NA,3030.99257009977,0.279912450536614,75,0.372925292528721,996.222,1223.824,0.0247443694649279,"5",13404
"R29","1",1281,903,"deposition","deposition",02:06:00,03:33:02,05:39:02,20342,12782,7560,42,11.8,6.355932203,0.330933632,NA,NA,3030.99257009977,0.279912450536614,75,0.372925292528721,996.222,1223.824,0.0247443694649279,"5",13427
"R29","1",1281,903,"deposition","deposition",02:06:19,03:33:02,05:39:21,20361,12782,7579,43,11.8,6.355932203,0.338813004,NA,NA,3030.99257009977,0.279912450536614,75,0.372925292528721,996.222,1223.824,0.0247443694649279,"5",13446
"R29","1",1281,903,"deposition","deposition",02:06:46,03:33:02,05:39:48,20388,12782,7606,44,11.8,6.355932203,0.346692376,NA,NA,3030.99257009977,0.279912450536614,75,0.372925292528721,996.222,1223.824,0.0247443694649279,"5",13473
"R29","1",1281,903,"deposition","deposition",02:11:31,03:33:02,05:44:33,20673,12782,7891,45,11.8,6.355932203,0.354571748,NA,NA,3030.99257009977,0.279912450536614,75,0.372925292528721,996.222,1223.824,0.0247443694649279,"5",13758
"R29","1",1281,903,"deposition","with_arrangement",02:12:51,03:33:02,05:45:53,20753,12782,7971,46,11.8,6.355932203,0.362451121,NA,NA,3030.99257009977,0.279912450536614,75,0.372925292528721,996.222,1223.824,0.0247443694649279,"5",13838
"R29","1",1281,903,"pick-up","pick-up",02:15:26,03:33:02,05:48:28,20908,12782,8126,47,11.8,6.355932203,0.370330493,NA,NA,3016.51023535475,0.168440669945893,80,1.48613512097267,984.467,1215.327,0.0265207122662362,"5",13993
"R29","1",1281,903,"pick-up","within_ROI",02:20:11,03:33:02,05:53:13,21193,12782,8411,46,11.8,6.355932203,0.362451121,NA,NA,3016.51023535475,0.168440669945893,80,1.48613512097267,984.467,1215.327,0.0265207122662362,"5",14278
"R29","1",1281,903,"deposition","deposition",02:22:24,03:33:02,05:55:26,21326,12782,8544,46,11.8,6.355932203,0.362451121,NA,NA,3016.51023535475,0.168440669945893,80,1.48613512097267,984.467,1215.327,0.0265207122662362,"5",14411
"R29","1",1281,903,"deposition","deposition",02:23:17,03:33:02,05:56:19,21379,12782,8597,47,11.8,6.355932203,0.370330493,NA,NA,3016.51023535475,0.168440669945893,80,1.48613512097267,984.467,1215.327,0.0265207122662362,"5",14464
"R29","1",1281,903,"deposition","deposition",02:28:39,03:33:02,06:01:41,21701,12782,8919,48,11.8,6.355932203,0.378209865,NA,NA,3016.51023535475,0.168440669945893,80,1.48613512097267,984.467,1215.327,0.0265207122662362,"5",14786
"R29","1",1281,903,"pick-up","pick-up",02:43:49,03:33:02,06:16:51,22611,12782,9829,49,11.8,6.355932203,0.386089237,NA,NA,2769.48287591745,-1.73295023807611,79,1.26349315528388,996.736,1220.045,0.0285251808873631,"5",15696
"R29","1",1281,903,"deposition","deposition",02:44:45,03:33:02,06:17:47,22667,12782,9885,48,11.8,6.355932203,0.378209865,NA,NA,3142.52410651056,1.1383803132554,76,0.59556725821751,997.537,1230.448,0.0241843809065923,"5",15752
"R29","1",1281,903,"deposition","deposition",02:46:00,03:33:02,06:19:02,22742,12782,9960,49,11.8,6.355932203,0.386089237,NA,NA,3142.52410651056,1.1383803132554,76,0.59556725821751,997.537,1230.448,0.0241843809065923,"5",15827
"R29","3",999,729,"pick-up","pick-up",00:16:31,03:33:02,03:49:33,13773,12782,991,2,11.8,6.355932203,0.015758744,NA,NA,3326.93042908925,2.55777169537431,74,0.150283326839932,1010.071,1229.878,0.0222427254122827,"2",6858
"R29","3",999,729,"pick-up","pick-up",01:12:06,03:33:02,04:45:08,17108,12782,4326,1,11.8,6.355932203,0.007879372,NA,NA,2902.10438819833,-0.712151010681261,67,-1.40821043298159,1006.185,1226.677,0.0230866953898907,"1",10193
"R29","3",999,729,"deposition","deposition",02:02:53,03:33:02,05:35:55,20155,12782,7373,0,11.8,6.355932203,0,NA,NA,3030.99257009977,0.279912450536614,75,0.372925292528721,996.222,1223.824,0.0247443694649279,"5",13240
"R29","3",999,729,"deposition","deposition",02:03:27,03:33:02,05:36:29,20189,12782,7407,1,11.8,6.355932203,0.007879372,NA,NA,3030.99257009977,0.279912450536614,75,0.372925292528721,996.222,1223.824,0.0247443694649279,"5",13274
"R29","3",999,729,"deposition","deposition",02:15:26,03:33:02,05:48:28,20908,12782,8126,2,11.8,6.355932203,0.015758744,NA,NA,3016.51023535475,0.168440669945893,80,1.48613512097267,984.467,1215.327,0.0265207122662362,"5",13993
"R29","3",999,729,"pick-up","unknown-edge",02:58:47,03:33:02,06:31:49,23509,12782,10727,3,11.8,6.355932203,0.023638117,NA,NA,3142.52410651056,1.1383803132554,76,0.59556725821751,997.537,1230.448,0.0241843809065923,"5",16594
"R29","3",999,729,"deposition","with_arrangement",03:07:03,03:33:02,06:40:05,24005,12782,11223,2,11.8,6.355932203,0.015758744,NA,NA,2984.63033556921,-0.0769416704513637,76,0.59556725821751,999.719,1233.846,0.0254637899689864,"5",17090
"R29","3",999,729,"deposition","deposition",03:07:24,03:33:02,06:40:26,24026,12782,11244,3,11.8,6.355932203,0.023638117,NA,NA,2984.63033556921,-0.0769416704513637,76,0.59556725821751,999.719,1233.846,0.0254637899689864,"5",17111
"R29","3",999,729,"deposition","deposition",03:08:09,03:33:02,06:41:11,24071,12782,11289,4,11.8,6.355932203,0.031517489,NA,NA,2984.63033556921,-0.0769416704513637,76,0.59556725821751,999.719,1233.846,0.0254637899689864,"5",17156
"R29","3",999,729,"deposition","deposition",03:22:02,03:33:02,06:55:04,24904,12782,12122,5,11.8,6.355932203,0.039396861,NA,NA,3051.84593320174,0.440422586313029,84,2.37670298372782,988.525,1221.049,0.0275243252243321,"5",17989
"R29","2",750,1296,"deposition","deposition",00:05:29,03:33:02,03:38:31,13111,12782,329,10,11.8,6.355932203,0.078793722,NA,NA,2950.49555837659,-0.339679996883099,75,0.372925292528721,1009.531,1224.298,0.0254194587031563,"2",6196
"R29","2",750,1296,"pick-up","pick-up",00:37:18,03:33:02,04:10:20,15020,12782,2238,11,11.8,6.355932203,0.086673094,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8105
"R29","2",750,1296,"re-arrangement",NA,00:40:22,03:33:02,04:13:24,15204,12782,2422,10,11.8,6.355932203,0.078793722,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8289
"R29","2",750,1296,"re-arrangement",NA,00:41:25,03:33:02,04:14:27,15267,12782,2485,10,11.8,6.355932203,0.078793722,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8352
"R29","2",750,1296,"deposition","deposition",00:41:42,03:33:02,04:14:44,15284,12782,2502,10,11.8,6.355932203,0.078793722,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8369
"R29","2",750,1296,"pick-up","within_ROI",00:42:04,03:33:02,04:15:06,15306,12782,2524,11,11.8,6.355932203,0.086673094,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8391
"R29","2",750,1296,"re-arrangement",NA,00:42:02,03:33:02,04:15:04,15304,12782,2522,11,11.8,6.355932203,0.086673094,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8389
"R29","2",750,1296,"re-arrangement",NA,00:42:14,03:33:02,04:15:16,15316,12782,2534,11,11.8,6.355932203,0.086673094,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8401
"R29","2",750,1296,"pick-up","within_ROI",00:42:49,03:33:02,04:15:51,15351,12782,2569,11,11.8,6.355932203,0.086673094,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8436
"R29","2",750,1296,"pick-up","within_ROI",00:43:08,03:33:02,04:16:10,15370,12782,2588,11,11.8,6.355932203,0.086673094,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8455
"R29","2",750,1296,"re-arrangement",NA,00:43:24,03:33:02,04:16:26,15386,12782,2604,11,11.8,6.355932203,0.086673094,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8471
"R29","2",750,1296,"pick-up","within_ROI",00:43:46,03:33:02,04:16:48,15408,12782,2626,11,11.8,6.355932203,0.086673094,NA,NA,3030.30341055149,0.274607930007972,74,0.150283326839932,1011.785,1237.425,0.0244199969357301,"1",8493
"R29","2",750,1296,"deposition","with_arrangement",00:50:33,03:33:02,04:23:35,15815,12782,3033,11,11.8,6.355932203,0.086673094,NA,NA,2888.51852685767,-0.816722558098606,72,-0.295000604537646,1014.383,1231.147,0.024926272527089,"1",8900
"R29","2",750,1296,"deposition","deposition",00:52:29,03:33:02,04:25:31,15931,12782,3149,12,11.8,6.355932203,0.094552466,NA,NA,2888.51852685767,-0.816722558098606,72,-0.295000604537646,1014.383,1231.147,0.024926272527089,"1",9016
"R29","2",750,1296,"deposition","deposition",00:53:19,03:33:02,04:26:21,15981,12782,3199,13,11.8,6.355932203,0.102431838,NA,NA,2888.51852685767,-0.816722558098606,72,-0.295000604537646,1014.383,1231.147,0.024926272527089,"1",9066
"R29","2",750,1296,"deposition","deposition",00:57:37,03:33:02,04:30:39,16239,12782,3457,14,11.8,6.355932203,0.110311211,NA,NA,2888.51852685767,-0.816722558098606,72,-0.295000604537646,1014.383,1231.147,0.024926272527089,"1",9324
"R29","2",750,1296,"deposition","with_arrangement",01:07:45,03:33:02,04:40:47,16847,12782,4065,15,11.8,6.355932203,0.118190583,NA,NA,2902.10438819833,-0.712151010681261,67,-1.40821043298159,1006.185,1226.677,0.0230866953898907,"1",9932
